INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER
200101,ABW,2014,103.774,,
200101,AFG,2014,33370.794,,
200101,AGO,2014,26941.779,,
200101,ALB,2014,2896.305,,
200101,ARE,2014,9214.175,,
200101,ARG,2014,42637.511,,
200101,ARM,2014,2912.409,,
200101,ASM,2014,55.791,,
200101,ATG,2014,92.562,,
200101,AUS,2014,23596.424,,
200101,AUT,2014,8615.214,,
200101,AZE,2014,9505.622,,
200101,BDI,2014,9844.299,,
200101,BEL,2014,11221.231,,
200101,BEN,2014,10286.844,,
200101,BFA,2014,17586.03,,
200101,BGD,2014,154517.382,,
200101,BGR,2014,7245.646,,
200101,BHR,2014,1336.075,,
200101,BHS,2014,370.633,,
200101,BLR,2014,9431.735,,
200101,BLZ,2014,353.366,,
200101,BMU,2014,64.033,,
200101,BOL,2014,10706.517,,
200101,BRA,2014,202763.739,,
200101,BRB,2014,284.826,,
200101,BRN,2014,409.769,,
200101,BTN,2014,719.055,,
200101,BWA,2014,2088.618,,
200101,CAF,2014,4464.175,,
200101,CAN,2014,35664.337,,
200101,CHE,2014,8206.002,,
200101,CHL,2014,17758.959,,
200101,CHN,2014,1399453.965,,
200101,CIV,2014,22647.684,,
200101,COD,2014,73767.447,,
200101,COG,2014,4736.976,,
200101,COK,2014,17.691,,
200101,COL,2014,46967.696,,
200101,COM,2014,759.39,,
200101,CPV,2014,518.271,,
200101,CRI,2014,4795.396,,
200101,CUB,2014,11306.904,,
200101,CUW,2014,158.422,,
200101,CYP,2014,1152.285,,
200101,CZE,2014,10591.108,,
200101,DEU,2014,81450.378,,
200101,DJI,2014,898.695,,
200101,DMA,2014,71.085,,
200101,DNK,2014,5664.196,,
200101,DOM,2014,10165.183,,
200101,DZA,2014,38923.692,,
200101,ECU,2014,15951.84,,
200101,EGY,2014,90424.656,,
200101,ERI,2014,3311.449,,
200101,ESH,2014,514.995,,
200101,ESP,2014,46777.925,,
200101,EST,2014,1316.277,,
200101,ETH,2014,98094.265,,
200101,FIN,2014,5461.411,,
200101,FJI,2014,866.453,,
200101,FLK,2014,2.792,,
200101,FRA,2014,64193.55,,
200101,FRO,2014,47.96,,
200101,FSM,2014,107.446,,
200101,GAB,2014,1883.8,,
200101,GBR,2014,65423.047,,
200101,GEO,2014,4035.311,,
200101,GHA,2014,27224.473,,
200101,GIB,2014,33.725,,
200101,GIN,2014,11150.982,,
200101,GLP,2014,401.314,,
200101,GMB,2014,2024.042,,
200101,GNB,2014,1692.437,,
200101,GNQ,2014,1122.277,,
200101,GRC,2014,10701.456,,
200101,GRD,2014,108.902,,
200101,GRL,2014,56.381,,
200101,GTM,2014,15923.236,,
200101,GUF,2014,254.773,,
200101,GUM,2014,161.016,,
200101,GUY,2014,763.38,,
200101,HKG,2014,7134.67,,
200101,HND,2014,8955.589,,
200101,HTI,2014,10549.009,,
200101,HUN,2014,9804.991,,
200101,IDN,2014,255128.076,,
200101,IMN,2014,83.488,,
200101,IND,2014,1295600.772,,
200101,IRL,2014,4626.844,,
200101,IRN,2014,77465.77,,
200101,IRQ,2014,34411.951,,
200101,ISL,2014,328.594,,
200101,ISR,2014,7854.213,,
200101,ITA,2014,60409.62,,
200101,JAM,2014,2875.139,,
200101,JOR,2014,8918.828,,
200101,KAZ,2014,17302.615,,
200101,KEN,2014,46700.055,,
200101,KGZ,2014,5844.532,,
200101,KHM,2014,15274.503,,
200101,KIR,2014,109.391,,
200101,KNA,2014,50.774,,
200101,KOR,2014,50607.907,,
200101,KWT,2014,3690.941,,
200101,LAO,2014,6639.756,,
200101,LBR,2014,4359.506,,
200101,LBY,2014,6362.037,,
200101,LCA,2014,178.296,,
200101,LIE,2014,37.223,,
200101,LKA,2014,20788.511,,
200101,LSO,2014,2043.445,,
200101,LTU,2014,2971.497,,
200101,LUX,2014,554.516,,
200101,LVA,2014,2021.219,,
200101,MAC,2014,590.208,,
200101,MAR,2014,34192.357,,
200101,MDA,2014,4073.407,,
200101,MDG,2014,23589.888,,
200101,MDV,2014,435.015,,
200101,MEX,2014,120355.128,,
200101,MHL,2014,57.179,,
200101,MKD,2014,2077.775,,
200101,MLI,2014,16934.214,,
200101,MLT,2014,430.197,,
200101,MMR,2014,52280.824,,
200101,MNE,2014,626.645,,
200101,MNG,2014,2940.108,,
200101,MNP,2014,55.305,,
200101,MOZ,2014,26286.191,,
200101,MRT,2014,3930.896,,
200101,MSR,2014,4.957,,
200101,MTQ,2014,381.138,,
200101,MUS,2014,1257.355,,
200101,MWI,2014,16289.552,,
200101,MYS,2014,29866.603,,
200101,MYT,2014,233.654,,
200101,NAM,2014,2273.423,,
200101,NCL,2014,267.739,,
200101,NER,2014,19240.179,,
200101,NGA,2014,176404.934,,
200101,NIC,2014,6142.731,,
200101,NIU,2014,1.609,,
200101,NLD,2014,16892.523,,
200101,NOR,2014,5142.265,,
200101,NPL,2014,26905.978,,
200101,NRU,2014,10.289,,
200101,NZL,2014,4567.527,,
200101,OMN,2014,4027.26,,
200101,PAK,2014,195305.013,,
200101,PAN,2014,3901.314,,
200101,PER,2014,30090.359,,
200101,PHL,2014,100513.142,,
200101,PLW,2014,17.626,,
200101,PNG,2014,7946.73,,
200101,POL,2014,38091.089,,
200101,PRI,2014,3453.672,,
200101,PRK,2014,25057.79,,
200101,PRT,2014,10418.218,,
200101,PRY,2014,6599.526,,
200101,PSE,2014,4428.639,,
200101,PYF,2014,271.705,,
200101,QAT,2014,2459.198,,
200101,REU,2014,856.961,,
200101,ROU,2014,20035.93,,
200101,RUS,2014,144664.841,,
200101,RWA,2014,11083.63,,
200101,SAU,2014,30916.597,,
200101,SDN,2014,37977.655,,
200101,SEN,2014,14174.739,,
200101,SLB,2014,587.079,,
200101,SLE,2014,7017.148,,
200101,SLV,2014,6295.128,,
200101,SMR,2014,32.948,,
200101,SOM,2014,13423.568,,
200101,SRB,2014,8898.289,,
200101,SSD,2014,10554.88,,
200101,STP,2014,195.727,,
200101,SUR,2014,553.273,,
200101,SVK,2014,5428.803,,
200101,SVN,2014,2067.488,,
200101,SWE,2014,9692.131,,
200101,SWZ,2014,1095.019,,
200101,SXM,2014,38.876,,
200101,SYC,2014,94.215,,
200101,SYR,2014,18710.711,,
200101,TCD,2014,13663.566,,
200101,TGO,2014,7138,,
200101,THA,2014,68438.746,,
200101,TJK,2014,8252.833,,
200101,TKL,2014,1.219,,
200101,TKM,2014,5466.328,,
200101,TLS,2014,1174.331,,
200101,TON,2014,101.028,,
200101,TTO,2014,1362.345,,
200101,TUN,2014,11063.201,,
200101,TUR,2014,77229.256,,
200101,TUV,2014,10.972,,
200101,TZA,2014,49960.561,,
200101,UGA,2014,36911.523,,
200101,URY,2014,3400.436,,
200101,USA,2014,318673.411,,
200101,UZB,2014,30426.388,,
200101,VAT,2014,0.8,,
200101,VCT,2014,108.861,,
200101,VEN,2014,30042.968,,
200101,VGB,2014,28.989,,
200101,VIR,2014,105.114,,
200101,VNM,2014,91713.848,,
200101,VUT,2014,263.888,,
200101,WSM,2014,192.221,,
200101,YEM,2014,25823.485,,
200101,ZAF,2014,54544.186,,
200101,ZMB,2014,15399.788,,
200101,ZWE,2014,13586.707,,
200101,ZZA,2014,164.1,,
200101,CMR,2014,22681.852,,
200101,HRV,2014,4255.512,,
